"Pos","Artist and Title","Popularity"
"984","Johnny Hallyday - Marie (Master Mix)","0.02300"
"985","Hoshi - Femme à la mer","0.02286"
"986","Asaf Avidan & The Mojos - One Day / Reckoning Song (Wan...","0.02279"
"987","Damso - Ipséité","0.02278"
"988","Kaaris - Poussière","0.02276"
"989","Willy William - On s'endort (feat. Keen'V)","0.02266"
"990","Les Enfoirés - On trace (Version radio)","0.02265"
"991","M. Pokora - Le monde","0.02262"
"992","MHD - Bébé (feat. Dadju)","0.02257"
"993","Fréro Delavega - Il y a","0.02257"
"994","Broken Back - Halcyon Birds (Radio Edit)","0.02256"
"995","Awa - Joli garçon","0.02256"
"996","Francis Cabrel - Partis pour rester","0.02248"
"997","PNL - La vie est belle","0.02244"
"998","Sash! & Olly James - Ecuador (Radio edit)","0.02238"
"999","Selena Gomez - Come & Get It","0.02237"
"1000","Galantis - No Money","0.02237"
"1001","Lartiste - Maestro","0.02235"
"1002","Magic System - Tu es fou","0.02232"
"1003","Kanye West - Fade","0.02217"
"1004","France Gall - Résiste","0.02217"
"1005","Cardi B & Bruno Mars - Please Me","0.02207"
"1006","Sia - Helium","0.02207"
"1007","David Guetta, Martin Garrix & Brooks - Like I Do","0.02206"
"1008","Miley Cyrus - Malibu","0.02205"
"1009","Fally Ipupa - Bad Boy (feat. Aya Nakamura)","0.02203"
"1010","Boulevard des Airs - Allez reste (feat. Vianney)","0.02202"
"1011","Coldplay - Midnight","0.02199"
"1012","Jul - La fusée","0.02198"
"1013","Jul - Je trouve pas le sommeil","0.02198"
"1014","The Chainsmokers - Paris","0.02197"
"1015","Ariana Grande - Side To Side (feat. Nicki Minaj)","0.02191"
"1016","Maurane - Sur un prélude de Bach","0.02191"
"1017","Jason Derulo - Trumpets","0.02191"
"1018","Booba - 92i veyron","0.02190"
"1019","Kimberose - I'm Sorry","0.02186"
"1020","Céline Dion - Loved Me Back to Life","0.02184"
"1021","Fally Ipupa - Kiname (feat. Booba)","0.02184"
"1022","Médine - KYLL (feat. Booba)","0.02175"
"1023","London Grammar - Strong","0.02166"
"1024","Sch - Fusil","0.02165"
"1025","Patrick Fiori & Patrick Bruel - Corsica","0.02160"
"1026","Jul - Amnésia","0.02153"
"1027","Mono Mind - Save Me a Place (Hugel Remix)","0.02120"
"1028","Martin Garrix & Dua Lipa - Scared to Be Lonely","0.02110"
"1029","Måns Zelmerlöw - Should've Gone Home (Je ne suis qu'un homme)","0.02110"
"1030","Eminem - Rap God","0.02101"
"1031","Niska - Matuidi Charo (PSG) [feat. Rako, Brigi, Trafiquinte & Madrane]","0.02101"
"1032","Damso - Paris c'est loin (feat. Booba)","0.02091"
"1033","Junior Senior - Move Your Feet","0.02089"
"1034","Fetty Wap - Trap Queen (feat. Gradur) [Remix]","0.02086"
"1035","Charles Aznavour - La bohème","0.02083"
"1036","Sia - I'm Still Here","0.02080"
"1037","Omi - Cheerleader (feat. Kid Ink) [Felix Jaehn vs Salaam Remi Remix]","0.02078"
"1038","The Shin Sekaï - Aime moi demain (feat. Gradur)","0.02076"
"1039","MHD - Bella (feat. Wizkid)","0.02071"
"1040","Booba - Nougat","0.02062"
"1041","Franko - Coller la petite","0.02061"
"1042","Bengous - Tié la famille !","0.02058"
"1043","Lilly Wood and The Prick - Prayer In C","0.02053"
"1044","Casseurs Flowters - 15h02 - Regarde comme il fait beau ...","0.02053"
"1045","Lacrim - Mon glock te mettra à genoux","0.02045"
"1046","4Keus Gang - Midi dans le ghetto (feat. Ninho)","0.02035"
"1047","Nekfeu - Saturne (feat. Sneazzy & S.Pri Noir)","0.02032"
"1048","Macklemore & Ryan Lewis - Downtown (feat. Eric Nally, Melle Mel, Kool Moe Dee & Grandmaster Caz)","0.02031"
"1049","Jax Jones - Breathe (feat. Ina Wroldsen)","0.02030"
"1050","L.E.J - Summer 2016 (Medley / Extended)","0.02024"
"1051","France Gall - Evidemment","0.02024"
"1052","Maître Gims - Loup garou (feat. Sofiane)","0.02017"
"1053","Booba - Friday","0.02016"
"1054","Jérémy Frerot - Tu donnes","0.02015"
"1055","Soprano - Coeurdonnier","0.02010"
"1056","AaRON - U-Turn (Lili)","0.02009"
"1057","Lynda - Ma berceuse","0.02007"
"1058","Jul - Comme d'hab (feat. Alonzo)","0.02004"
"1059","Julian Perretta - On the Line","0.02003"
"1060","Lewis Capaldi - Someone You Loved","0.02002"
"1061","Garou & Ryan - Petit garçon","0.01994"
"1062","Kaaris - Le bruit de mon âme","0.01989"
"1063","Booba - RTC","0.01986"
"1064","Sting & Shaggy - Don't Make Me Wait","0.01983"
"1065","Johnny Hallyday - Laura","0.01982"
"1066","Johnny Hallyday - De l'amour","0.01979"
"1067","The Chainsmokers - #SELFIE","0.01979"
"1068","Sia - Alive","0.01978"
"1069","One Direction - Night Changes","0.01972"
"1070","P!nk - Whatever You Want","0.01965"
"1071","Alonzo - Finis les","0.01964"
"1072","Johnny Hallyday - Que je t'aime (Live à Bercy 87)","0.01961"
"1073","Eminem - Lose Yourself","0.01960"
"1074","Luna - Run This Town (feat. Iyaz)","0.01959"
"1075","Robin Thicke - Give It 2 U (feat. Kendrick Lamar)","0.01957"
"1076","Jul - Lady","0.01956"
"1077","David Guetta & Showtek - Sun Goes Down (feat. MAGIC! & Sonny Wilson)","0.01953"
"1078","Pitbull - Fun (feat. Chris Brown)","0.01949"
"1079","Rebel - Music (Radio Edit)","0.01946"
"1080","Lacrim - J'ai mal","0.01944"
"1081","Lana Del Rey - Love","0.01944"
"1082","Keen'V - Un monde meilleur","0.01943"
"1083","MAGIC! - Rude","0.01940"
"1084","Juliette Armanet - L’amour en solitaire","0.01937"
"1085","Ariana Grande - God is a woman","0.01937"
"1086","Global Deejays - Kids (Radio Edit)","0.01936"
"1087","DJ Abdel, Soprano & Jul - Fais le Moonwalk","0.01930"
"1088","Sadek - Madre mia (feat. Ninho)","0.01929"
"1089","Rohff - Broly","0.01927"
"1090","P!nk - Walk Me Home","0.01924"
"1091","Madonna - Living For Love","0.01922"
"1092","Nekfeu - Tempête","0.01921"
"1093","Aretha Franklin - I Say a Little Prayer","0.01915"
"1094","Lucenzo & Kenza Farah - Obsesión","0.01913"
"1095","Corson - Raise Me Up (Je respire encore)","0.01892"
"1096","AlunaGeorge - I'm in Control (feat. Popcaan)","0.01889"
"1097","Ellie Goulding - Love Me Like You Do (From ""Fifty Shade...","0.01888"
"1098","Brigitte - Hier encore","0.01885"
"1099","Françoise Hardy - Le large","0.01881"
"1100","Nicky Jam - Hasta el Amanecer","0.01880"
"1101","Eminem - Walk On Water (feat. Beyoncé)","0.01879"
"1102","Patrick Bruel - Tout recommencer","0.01879"
"1103","Major Lazer - Boom (feat. MOTi, TY Dolla $ign, Wizkid & Kranium)","0.01877"
"1104","France Gall - Ella, elle l'a","0.01875"
"1105","Adam Vadel - Guru","0.01873"
"1106","Phelin - All To Myself","0.01871"
"1107","The Black Soft - C B Robo","0.01868"
"1108","Céline Dion - Ashes","0.01859"
"1109","LSD - Genius (feat. Sia, Diplo & Labrinth)","0.01859"
"1110","Booba - Attila","0.01859"
"1111","L.E.J - Hip Hop Mash Up","0.01854"
"1112","MisterWives - Our Own House","0.01848"
"1113","Jenifer - Paradis secret","0.01848"
"1114","Aretha Franklin - Respect","0.01848"
"1115","One Direction - Fool's Gold","0.01847"
"1116","Indila - Run Run","0.01844"
"1117","Ofenbach & Lack of Afro - PARTY (feat. Wax and Herbal T) [Ofenbach vs. Lack of Afro]","0.01844"
"1118","Lil Pump - Gucci Gang","0.01843"
"1119","$-Crew - On va le faire","0.01839"
"1120","M - Superchérie","0.01837"
"1121","Annie Lennox - I Put a Spell On You (From The ""Fifty Sh...","0.01837"
"1122","David Guetta - Play Hard (feat. Ne-Yo & Akon) [New Edit...","0.01835"
"1123","Seeb - Breathe (feat. Neev)","0.01832"
"1124","Magic System - Magic in the Air (feat. Chawki) [Version Champions du Monde 2018]","0.01825"
"1125","Disclosure - You & Me (feat. Eliza Doolittle) [Flume Remix]","0.01825"
"1126","A+ - Enjoy Yourself (Radio Edit)","0.01824"
"1127","Hudson Mohawke - Chimes","0.01823"
"1128","Ofenbach & Nick Waterhouse - Katchi","0.01813"
"1129","Michel Legrand - Les Moulins De Mon Coeur","0.01811"
"1130","Wiley, Stefflon Don & Sean Paul - Boasty (feat. Idris Elba)","0.01810"
"1131","Logic & Rag'n'Bone Man - Broken People","0.01807"
"1132","Carly Rae Jepsen - I Really Like You","0.01806"
"1133","Booba - Petite fille","0.01806"
"1134","Hailee Steinfeld & BloodPop® - Capital Letters","0.01805"
"1135","Watermät - Bullit (Radio Edit)","0.01803"
"1136","Nolwenn Leroy - Gemme","0.01796"
"1137","Zedd & Alessia Cara - Stay","0.01796"
"1138","Orelsan - Défaite de famille","0.01795"
"1139","Bakermat - Living (feat. Alex Clare)","0.01790"
"1140","MHD - Maman j'ai mal","0.01786"
"1141","Martin Garrix - Animals (Original Mix)","0.01780"
"1142","Alonzo - Dans son sac (feat. Maître Gims)","0.01779"
"1143","Bakermat - Baby","0.01778"
"1144","Ofenbach - Rock It","0.01773"
"1145","Louane - Nos secrets","0.01773"
"1146","Booba - Parlons peu","0.01772"
"1147","Zedd, Maren Morris & Grey - The Middle","0.01763"
"1148","Eagles - Hotel California","0.01760"
"1149","Beyoncé - Formation","0.01760"
"1150","Keen'V - Elle a","0.01757"
"1151","Florent Pagny - Les murs porteurs","0.01753"
"1152","Jul - Je vais t'oublier (feat. Marwa Loud)","0.01749"
"1153","Tara McDonald - I Need a Miracle","0.01749"
"1154","Bradley Cooper - Maybe It's Time","0.01748"
"1155","Ridsa - Désabonné","0.01746"
"1156","Maître Gims - Sapés comme jamais (Pilule Bleue)[feat. Niska]","0.01735"
"1157","Woodkid - Iron","0.01734"
"1158","Lemaitre - Closer (feat. Jennie A.)","0.01734"
"1159","Ed Sheeran - I See Fire","0.01732"
"1160","Muse - Thought Contagion","0.01722"
"1161","Maan On The Moon - Gone (feat. Marvin Brooks)","0.01716"
"1162","Kids United - L'oiseau et l'enfant","0.01715"
"1163","Tove Lo - Habits (Stay High)","0.01699"
"1164","Team BS - Fierté","0.01698"
"1165","Jenifer - Encore et encore","0.01692"
"1166","AM La Scampia - Maradona (feat. Lacrim)","0.01691"
"1167","Alonzo - On met les voiles","0.01685"
"1168","Madonna & Maluma - Medellín","0.01684"
"1169","Fauve - DE CEUX","0.01683"
"1170","Maître Gims - Zoum Zoum (feat. Djuna Family)","0.01682"
"1171","Leck - On Time (feat. Tyga)","0.01681"
"1172","Les Frangines - Mon bagage","0.01671"
"1173","Johnny Hallyday - Allumer Le Feu","0.01670"
"1174","Lartiste - Clandestina","0.01669"
"1175","Jorja Smith - Blue Lights","0.01669"
"1176","M. Pokora - Belinda","0.01667"
"1177","Skip the Use - Nameless World","0.01662"
"1178","Madonna - Joan of Arc","0.01661"
"1179","Niska - Elle avait son Djo (feat. Maître Gims)","0.01658"
"1180","DJ Snake - A Different Way (feat. Lauv)","0.01656"
"1181","Tiësto & Dzeko - Jackie Chan (feat. Preme & Post Malone)","0.01655"
"1182","Psy 4 de la Rime - Le temps d'un instant","0.01654"
"1183","will.i.am - Fall Down (feat. Miley Cyrus)","0.01653"
"1184","Gradur - D'or et de platine (feat. Jul)","0.01646"
"1185","Evangeline - My Kingdom (William Black Remix)","0.01644"
"1186","PNL - A l'Ammoniaque","0.01644"
"1187","Mokobé - Wakanda","0.01639"
"1188","U2 - You're the Best Thing About Me","0.01638"
"1189","Lady Gaga - The Cure","0.01625"
"1190","Keen'V - Saltimbanque","0.01623"
"1191","Ridsa - Mamamia","0.01622"
"1192","Alma - Requiem","0.01620"
"1193","Madonna - Hold Tight","0.01615"
"1194","Radiohead - No Surprises","0.01614"
"1195","Ava Max - So Am I","0.01611"
"1196","David Guetta, Cedric Gervais & Chris Willis - Would I Lie to You (Radio Edit)","0.01611"
"1197","Baba - Petit Baba Noël (feat. Amine)","0.01608"
"1198","Jonas Brothers - Sucker","0.01607"
"1199","Alex Mallow - Danse pour moi","0.01604"
"1200","Kendrick Lamar - King Kunta","0.01604"
"1201","Juliette Armanet - L'Amour en Solitaire","0.01601"
"1202","Sofiane - Tout l'monde s'en fou","0.01600"
"1203","Détroit - Droit dans le soleil","0.01590"
"1204","La Fouine - Insta (feat. Lartiste)","0.01586"
"1205","Mokobé - Wesh (#TuMeDisDesWesh) [feat. Gradur]","0.01581"
"1206","Synapson - Souba (feat. Lass)","0.01579"
"1207","Charles Aznavour - Hier encore","0.01569"
"1208","Fedde le Grand, Sultan & Ned Shepard - No Good","0.01564"
"1209","Les Frangines - Donnez-moi","0.01563"
"1210","Alonzo - Tu vas parler","0.01561"
"1211","Pitbull - El Taxi (feat. Makassy & Osmani Garcia) [Steed Watt Mix]","0.01559"
"1212","Martin Solveig - Places (feat. Ina Wroldsen)","0.01556"
"1213","P!nk - True Love (feat. Lily Allen)","0.01556"
"1214","Rita Ora - Let You Love Me","0.01553"
"1215","Lefa - Quelques minutes","0.01552"
"1216","Johnny Hallyday - Gabrielle","0.01551"
"1217","Angèle - Ta reine","0.01550"
"1218","Macklemore & Ryan Lewis - Thrift Shop (feat. Wanz)","0.01548"
"1219","M83 - Outro","0.01547"
"1220","Jul - Je ne me vois pas briller","0.01547"
"1221","Dzeko & Torres - L'amour toujours (Tiesto Edit) [feat. Delaney Jane]","0.01547"
"1222","RK - C'est mon sang (feat. Sofiane)","0.01545"
"1223","Les Enfoirés - La chanson du bénévole (Version radio)","0.01545"
"1224","Dermot Kennedy - Power Over Me","0.01545"
"1225","Alex Hepburn - Under (Radio Version)","0.01541"
"1226","Yannick Noah - On court","0.01541"
"1227","Lost Frequencies - Melody (feat. James Blunt)","0.01538"
"1228","Deep Purple - Child In Time (Single Edit)","0.01534"
"1229","Will Sparks - Ah Yeah so What (Radio Edit) [feat. Wiley...","0.01533"
"1230","Lady Gaga - Is That Alright?","0.01530"
"1231","Kery James - Racailles","0.01528"
"1232","Lacrim - Sablier","0.01527"
"1233","I.K (TLF) - Ella (feat. Lartiste)","0.01526"
"1234","Shawn Mendes - Stitches","0.01526"
"1235","Johnny Hallyday - L'envie (Live à Bercy 87)","0.01524"
"1236","Flavel & Neto - Tchu Tcha Tcha (Version française)","0.01523"
"1237","Lady Gaga - Perfect Illusion","0.01522"
"1238","Justin Timberlake - Filthy","0.01522"
"1239","Kendji Girac - Sonrisa","0.01521"
"1240","Pentatonix - Hallelujah","0.01521"
"1241","Chimène Badi - Là-haut (Single)","0.01519"
"1242","Avicii - The Days","0.01518"
"1243","Eva - Mood","0.01517"
"1244","Lacrim - Corleone","0.01515"
"1245","will.i.am - Bang Bang","0.01514"
"1246","Jenifer & Slimane - Les choses simples","0.01513"
"1247","Tydiaz - Claro de Luna (Radio Edit)","0.01512"
"1248","MIKA - Talk About You","0.01504"
"1249","One Direction - Ready to Run","0.01500"
"1250","M, Toumani Diabaté, Sidiki Diabaté & Fatoumata Diawara - Manitoumani","0.01500"
"1251","Scooter - Bigroom Blitz (Radio Mix)","0.01494"
"1252","will.i.am - Scream & Shout (feat. Britney Spears)","0.01490"
"1253","Madonna - Iconic (feat. Chance The Rapper & Mike Tyson)","0.01481"
"1254","MHD - Bravo","0.01479"
"1255","SCH - Otto","0.01477"
"1256","Jul - Ça…","0.01476"
"1257","Lacrim - Pocket Coffee","0.01472"
"1258","The Shady Brothers - Addicted to Your Love","0.01470"
"1259","Nekfeu - Jusqu'au bout (Creed) [feat. $-Crew]","0.01468"
"1260","ZAZ - Si","0.01468"
"1261","Dua Lipa - IDGAF","0.01467"
"1262","George Michael - Careless Whisper","0.01461"
"1263","Luis Fonsi & Stefflon Don - Calypso","0.01461"
"1264","Sena Kana - Live Your Dreams","0.01460"
"1265","Booba - Daniel Sam","0.01459"
"1266","Lana Del Rey - West Coast","0.01455"
"1267","Julian Perretta & Feder - Private Dancer","0.01447"
"1268","The xx - On Hold","0.01439"
"1269","Justin Hurwitz - Epilogue","0.01436"
"1270","Benash - Ghetto (feat. Booba)","0.01433"
"1271","Stromae - Défiler (Bande originale de la capsule No. 5 Mosaert)","0.01433"
"1272","PNL - Le monde ou rien","0.01429"
"1273","One Direction - 18","0.01426"
"1274","Gradur - Oblah (feat. MHD, Alonzo & Nyda)","0.01426"
"1275","Kanye West & Lil Pump - I Love It","0.01425"
"1276","One Direction - Girl Almighty","0.01423"
"1277","Scorpions - Still Loving You","0.01421"
"1278","Martin Garrix & MOTi - Virus (How About Now)","0.01418"
"1279","Enrique Iglesias - Bailando (feat. Descemer Bueno & Gen...","0.01413"
"1280","Les Enfoirés - Tu es mon autre (Live)","0.01410"
"1281","The Avener - Hate Street Dialogue (feat. Rodriguez)","0.01409"
"1282","Oasis - Don't Look Back In Anger","0.01404"
"1283","Rohff - Hors de contrôle","0.01400"
"1284","Sofiane - Tout l'monde s'en fout","0.01399"
"1285","Cecilia Krull - My Life Is Going On (Música Original De La Serie De TV La Casa De Papel)","0.01398"
"1286","Kore, Lacrim & Sch - Tony","0.01396"
"1287","Jacques Higelin - Tombé du ciel","0.01396"
"1288","Bigflo & Oli - Alors alors","0.01394"
"1289","Nehuda - Meme d'aussi loin (Radio edit)","0.01394"
"1290","Maître Gims - Loin (feat. Dany Synthé et soFLY & Nius) [Pilule Violette]","0.01391"
"1291","Billie Eilish - when the party's over","0.01389"
"1292","Jason Derulo & David Guetta - Goodbye (feat. Nicki Minaj & Willy William)","0.01388"
"1293","Sidaction - Sa raison d'être (Version 2018)","0.01386"
"1294","Kaaris - Crystal (feat. Future)","0.01384"
"1295","Orelsan - Notes pour trop tard (feat. Ibeyi)","0.01383"
"1296","Liam Payne & Rita Ora - For You (From ""Fifty Shades Freed"")","0.01378"
"1297","Alonzo - Feu d'artifice (feat. MHD)","0.01377"
"1298","Booba - Salside","0.01376"
"1299","Alex Aiono - One Dance / Hasta El Amanecer (Mashup)","0.01375"
"1300","Agustín Galiana - Carmina","0.01371"
"1301","Étienne Daho - Les flocons de l'été (Radio Edit)","0.01371"
"1302","One Direction - Where Do Broken Hearts Go","0.01371"
"1303","Youssoupha - Entourage","0.01370"
"1304","Drake - Controlla","0.01370"
"1305","Booba - LVMH","0.01369"
"1306","Johnny Hallyday - Le pénitencier","0.01360"
"1307","Lartiste - Chocolat (feat. Awa)","0.01360"
"1308","Kaaris - Blow","0.01356"
"1309","OneRepublic - Love Runs Out","0.01351"
"1310","Chuckie - Skydive (feat. Maiday)","0.01348"
"1311","One Direction - Infinity","0.01345"
"1312","Joyce Jonathan - On","0.01344"
"1313","Jul - La tête dans les nuages","0.01343"
"1314","Avicii - Levels","0.01343"
"1315","Lady Gaga - Venus","0.01342"
"1316","Leonard Cohen - Hallelujah","0.01337"
"1317","Tom McRae & The Standing Band - What a Way to Win a War","0.01336"
"1318","David Guetta & Kaz James - Blast off (Radio Edit)","0.01332"
"1319","Florent Pagny - Le présent d'abord","0.01331"
"1320","Duck Sauce - It's You","0.01330"
"1321","Post Malone & Swae Lee - Sunflower (Spider-Man: Into the Spider-Verse)","0.01328"
"1322","Philip George - Wish You Were Mine","0.01328"
"1323","Avicii - SOS (feat. Aloe Blacc)","0.01326"
"1324","Jul - Encore des paroles (feat. Julie Gonzalez)","0.01326"
"1325","Maître Gims - Longue vie (feat. Lefa)","0.01322"
"1326","Gradur - Priez pour moi","0.01320"
"1327","Jason Derulo - Trumpets (feat. Maude)","0.01318"
"1328","Maître Gims - Ma beauté (Pilule Violette)","0.01311"
"1329","La Fouine - Va Bene (feat. Reda Taliani)","0.01310"
"1330","Nehuda - Paradise (feat. Cris Cab) [French Version]","0.01306"
"1331","Nehuda - Comment te dire (Radio Edit)","0.01306"
"1332","Drake - Signs","0.01304"
"1333","Bob Sinclar - Someone Who Needs Me (Club Mix)","0.01303"
"1334","Coldplay - Everglow","0.01297"
"1335","LINKIN PARK - Numb","0.01297"
"1336","Maître Gims - Tu ne le vois pas (feat. Dadju)","0.01297"
"1337","Dadju - Lionne","0.01296"
"1338","Billy Paul - Your Song","0.01296"
"1339","U2 - Invisible (RED) Edit Version","0.01296"
"1340","Arcade Fire - Everything Now","0.01296"
"1341","Come - La gloire à mes genoux (Extrait de l’opéra rock ‘Le rouge et le noir’)","0.01296"
"1342","Alonzo - Assurance vie","0.01294"
"1343","Lacrim - Pronto","0.01293"
"1344","Lomepal - 1000°C (feat. Roméo Elvis)","0.01292"
"1345","Jul - Le patron","0.01289"
"1346","Of Monsters and Men - Little Talks","0.01288"
"1347","France Gall - Il jouait du piano debout","0.01286"
"1348","Supertramp - Don't Leave Me Now","0.01286"
"1349","Madilyn Bailey - Rude (Single Version)","0.01286"
"1350","R-Wan - Secret (feat. Lukas)","0.01279"
"1351","Bazzi - Mine","0.01277"
"1352","ItaloBrothers & Floorfilla - One Heart (Radio Edit) [fe...","0.01272"
"1353","Boostee - Pop Corn","0.01269"
"1354","Lacrim - Gustavo Gaviria","0.01268"
"1355","Jul - Tu la love","0.01267"
"1356","Patrick Fiori - Chez nous (Plan d'Aou, Air Bel) [with Soprano]","0.01266"
"1357","Lana Del Rey - Lust for Life (feat. The Weeknd)","0.01263"
"1358","Major Lazer & Showtek - Believer","0.01261"
"1359","Dosseh - Infréquentables (feat. Booba)","0.01260"
"1360","Avicii - You Make Me","0.01259"
"1361","Selena Gomez - The Heart Wants What It Wants","0.01258"
"1362","Pharrell Williams - Gust of Wind","0.01257"
"1363","Shakira - Try Everything","0.01256"
"1364","Lady Gaga - Dope","0.01251"
"1365","Claire Denamur - Dreamers","0.01250"
"1366","Niska - Giuseppe","0.01246"
"1367","TLF - Ailleurs (feat. Skalpovich)","0.01243"
"1368","DJ Kayz - Validé (feat. Ridsa & Axel Tony)","0.01242"
"1369","Pascal Obispo - D'un Avé Maria","0.01241"
"1370","Dry - Le choix (feat. Maître Gims)","0.01236"
"1371","Maan on the Moon - Scar","0.01236"
"1372","Damso - Tueurs","0.01235"
"1373","Sch - Comme si","0.01235"
"1374","Niska - Medellín","0.01231"
"1375","Lacrim - Oh bah oui (feat. Booba)","0.01230"
"1376","Showtek - Booyah (Radio Edit) [feat. We Are Loud & Sonn...","0.01228"
"1377","David Bowie - Life On Mars?","0.01227"
"1378","Aya Nakamura - Sucette (feat. Niska)","0.01227"
"1379","Marc Lavoine - Je reviens à toi","0.01225"
"1380","Big Ali, Busta Rhymes & R-Wan - Bottles Up","0.01224"
"1381","$-Crew - C’est pas un film","0.01223"
"1382","Taylor Swift - ME! (feat. Brendon Urie of Panic! At The Disco)","0.01221"
"1383","Kaaris - Dès le départ","0.01221"
"1384","Gradur - Je m’en vais","0.01220"
"1385","Rachid Taha - Ya Rayah","0.01219"
"1386","Joke - Majeur en l'air","0.01217"
"1387","Aya Nakamura - Super héros (feat. Gradur)","0.01217"
"1388","Jul - Nique-le","0.01215"
"1389","Soolking - Dalida","0.01211"
"1390","The Bear - Bella Ciao (La Casa De Papel)","0.01207"
"1391","ZAZ - On ira","0.01204"
"1392","Johnny Hallyday - Seul","0.01201"
"1393","Taylor Swift - ...Ready For It?","0.01201"
"1394","David Guetta, Chris Willis & Cedric Gervais - Would I Lie to You (Radio Edit)","0.01198"
"1395","Fababy - Love d'un voyou (feat. Aya)","0.01193"
"1396","Keane - Somewhere Only We Know","0.01189"
"1397","Sofia Karlberg - Crazy in Love - Fifty Shades of Grey V...","0.01185"
"1398","Lacrim - J’suis qu’un thug","0.01183"
"1399","Lartiste - Vai et viens","0.01181"
"1400","Synapson - Blade Down (feat. Tessa B.)","0.01180"
"1401","Bronski Beat - Smalltown Boy (Arnaud Rebotini Remix)","0.01179"
"1402","Bugge Wesseltoft & Sidsel Endresen - Try","0.01176"
"1403","Lizzo - Juice","0.01172"
"1404","Anna Naklab - Supergirl (feat. Alle Farben & Younotus) [Radio Edit]","0.01171"
"1405","Lacrim - A.W.A 2","0.01171"
"1406","Ødyssey - Fire (feat. Breana Marin)","0.01170"
"1407","Gisele & Bob Sinclar - Heart of Glass (Radio Edit)","0.01170"
"1408","Julien Doré - Chou Wasabi (feat. Micky Green)","0.01170"
"1409","Ariana Grande - Dangerous Woman","0.01170"
"1410","Sia - Unstoppable","0.01170"
"1411","Makassy - Laisse tomber l'amour","0.01168"
"1412","The Lumineers - Ho Hey","0.01166"
"1413","Farid & Oussama - A Toz (feat. Aymane Serhani)","0.01163"
"1414","PNL - Dans la légende","0.01162"
"1415","Alonzo - Regarde moi","0.01161"
"1416","Black M - Foutue mélodie","0.01160"
"1417","Damso - Feu de bois","0.01160"
"1418","Cardi B - Bodak Yellow","0.01159"
"1419","Kadebostany - Mind If I Stay","0.01159"
"1420","Salvador Sobral - Amar pelos Dois","0.01159"
"1421","Arcadian - Folie arcadienne","0.01158"
"1422","Lara Fabian - Tu es mon autre (Single Version)","0.01151"
"1423","Martin Solveig - Do It Right (feat. Tkay Maidza)","0.01150"
"1424","Johnny Hallyday - J'oublierai ton nom","0.01149"
"1425","Jul - Délicieuse","0.01145"
"1426","Talk Talk - Such a Shame","0.01144"
"1427","Véronique Sanson & Vianney - Chanson sur ma drôle de vie","0.01143"
"1428","Naza - P*Tain de m*Rde","0.01142"
"1429","Maître Gims - Longue vie (Pilule Rouge)[feat. Lefa]","0.01140"
"1430","Eminem - Fall","0.01139"
"1431","Dosseh, Gradur & Joke - Le coup du patron","0.01137"
"1432","Lomepal - Yeux disent","0.01137"
"1433","Depeche Mode - Where's the Revolution","0.01136"
"1434","2 Chainz & Wiz Khalifa - We Own It (Fast & Furious)","0.01135"
"1435","David Guetta - Titanium (feat. Sia)","0.01135"
"1436","Awa Imani - C'est le sang (feat. Alrima)","0.01134"
"1437","Bakermat - Uitzicht","0.01133"
"1438","Kids United - Les lacs du Connemara","0.01132"
"1439","Joke - Venus","0.01130"
"1440","Halsey - Without Me","0.01129"
"1441","Silento - Watch Me (Whip / Nae Nae)","0.01129"
"1442","Jenifer - L'air du vent","0.01128"
"1443","Ariana Grande - break up with your girlfriend, i'm bored","0.01125"
"1444","Johnny Hallyday - Regarde-Nous","0.01119"
"1445","Ellie Goulding, Diplo & Swae Lee - Close to Me","0.01118"
"1446","Marwa Loud - Billet","0.01116"
"1447","Damso - Smog","0.01116"
"1448","Black M - Spectateur","0.01114"
"1449","Beyoncé - Halo","0.01113"
"1450","Basada - Good Vibes (feat. Camden Cox)","0.01112"
"1451","Johnny Hallyday - Mon pays, c'est l'amour","0.01111"
"1452","Black M - Ailleurs","0.01111"
"1453","Jul - Sort le cross volé","0.01110"
"1454","Drake - Don't Matter To Me (feat. Michael Jackson)","0.01109"
"1455","Birdy - People Help the People","0.01108"
"1456","France Gall - La déclaration d'amour","0.01107"
"1457","Kore & L'Algérino - Va Bene","0.01107"
"1458","BTS - Boy With Luv (feat. Halsey)","0.01104"
"1459","Rune RK - Calabria (Firebeatz Remix)","0.01101"
"1460","Jul - Lova","0.01101"
"1461","John Legend - Love Me Now","0.01101"
"1462","Shakira - La La La (Brasil 2014) [feat. Carlinhos Brown...","0.01100"
"1463","Corinne Bailey Rae - The Scientist","0.01095"
"1464","Lisandro Cuxi - Danser","0.01092"
"1465","Murray Head - Say It Ain't So, Joe","0.01090"
"1466","Kalash - Bando","0.01088"
"1467","Natalie La Rose - Somebody (feat. Jeremih)","0.01087"
"1468","Lou Reed - Walk On the Wild Side","0.01084"
"1469","One Direction - Midnight Memories","0.01083"
"1470","Synapson - Going Back to My Roots (feat. Tessa B.)","0.01082"
"1471","DJ Khaled - No Brainer (feat. Justin Bieber, Chance the Rapper & Quavo)","0.01079"
"1472","Dua Lipa - New Rules","0.01077"
"1473","Tiësto - Wasted (feat. Matthew Koma)","0.01075"
"1474","Placebo - Too Many Friends","0.01074"
"1475","Basada - Get Get Down (Radio Edit)","0.01073"
